"gbifID","species","longitude","latitude","year","month","day","countryCode","accepted_name"
"42999064","Occidryas chalcedona",-123.55,48.4667,1916,6,7,"CA","Euphydryas chalcedona"
"42999062","Occidryas chalcedona",-123.55,48.4667,1915,5,15,"CA","Euphydryas chalcedona"
"42999080","Occidryas chalcedona",-119.2833,50.7,1915,6,20,"CA","Euphydryas chalcedona"
"42999113","Occidryas chalcedona",-115.5667,51.1667,1913,6,30,"CA","Euphydryas chalcedona"
"42999100","Occidryas chalcedona",-122.9333,53.1667,1909,8,12,"CA","Euphydryas chalcedona"
"42999066","Occidryas chalcedona",-123.55,48.4667,1904,5,24,"CA","Euphydryas chalcedona"
"42999094","Occidryas chalcedona",-118.4333,49.0333,1901,6,NA,"CA","Euphydryas chalcedona"
"42999103","Occidryas chalcedona",-116.9167,49.9167,1900,6,23,"CA","Euphydryas chalcedona"
"42898471","Occidryas chalcedona",-121.6833,49.1833,1898,7,31,"CA","Euphydryas chalcedona"
"42999110","Occidryas chalcedona",-115.5667,51.1667,1898,8,5,"CA","Euphydryas chalcedona"
"42999092","Occidryas chalcedona",-119.45,49.0333,1895,5,12,"CA","Euphydryas chalcedona"
"42999081","Occidryas chalcedona",-118.7667,49.0167,1895,6,NA,"CA","Euphydryas chalcedona"
"42999086","Occidryas chalcedona",-118.7667,49.0167,1895,7,NA,"CA","Euphydryas chalcedona"
"3427453477","Occidryas chalcedona",-123.365644,48.428421,1888,5,2,"CA","Euphydryas chalcedona"
"42999099","Occidryas chalcedona",-123.5333,48.4833,1885,4,28,"CA","Euphydryas chalcedona"
"42999104","Occidryas chalcedona",-116.1833,51.4333,NA,NA,NA,"CA","Euphydryas chalcedona"
"2236888421","Occidryas chalcedona",-115.766082,31.031961,2019,4,10,"MX","Euphydryas chalcedona"
"3095304362","Occidryas chalcedona",-116.599721,31.866125,1965,4,18,"MX","Euphydryas chalcedona"
"3455704688","Occidryas chalcedona",-121.184189,36.478597,2022,1,17,"US","Euphydryas chalcedona"
"3457196917","Occidryas chalcedona",-122.458267,37.791892,2022,1,17,"US","Euphydryas chalcedona"
"3466178340","Occidryas chalcedona",-122.482152,37.787969,2022,1,24,"US","Euphydryas chalcedona"
"3466187219","Occidryas chalcedona",-122.454909,37.792779,2022,1,31,"US","Euphydryas chalcedona"
"3466357397","Occidryas chalcedona",-122.146608,37.342536,2022,1,26,"US","Euphydryas chalcedona"
"3466538173","Occidryas chalcedona",-122.481211,37.787762,2022,2,2,"US","Euphydryas chalcedona"
"3468664970","Occidryas chalcedona",-122.412562,37.677003,2022,2,7,"US","Euphydryas chalcedona"
"3468880166","Occidryas chalcedona",-122.475333,37.792255,2022,2,9,"US","Euphydryas chalcedona"
"3499369831","Occidryas chalcedona",-121.794879,37.402478,2022,2,11,"US","Euphydryas chalcedona"
"3499381019","Occidryas chalcedona",-121.799761,37.396403,2022,2,13,"US","Euphydryas chalcedona"
"3499425287","Occidryas chalcedona",-121.793265,37.40425,2022,2,13,"US","Euphydryas chalcedona"
"3499446788","Occidryas chalcedona",-121.794879,37.402478,2022,2,11,"US","Euphydryas chalcedona"
"3499523114","Occidryas chalcedona",-122.458363,37.792322,2022,2,13,"US","Euphydryas chalcedona"
"3499571796","Occidryas chalcedona",-111.735399,33.900425,2022,2,8,"US","Euphydryas chalcedona"
"3499575939","Occidryas chalcedona",-122.458385,37.791979,2022,2,13,"US","Euphydryas chalcedona"
"3499611168","Occidryas chalcedona",-121.799912,37.396725,2022,2,11,"US","Euphydryas chalcedona"
"3499614986","Occidryas chalcedona",-121.801812,37.396039,2022,2,13,"US","Euphydryas chalcedona"
"3499655950","Occidryas chalcedona",-122.458605,37.792127,2022,2,13,"US","Euphydryas chalcedona"
"3698049531","Occidryas chalcedona",-121.799842,37.396422,2022,2,19,"US","Euphydryas chalcedona"
"3698055972","Occidryas chalcedona",-121.796491,37.399517,2022,2,21,"US","Euphydryas chalcedona"
"3698096540","Occidryas chalcedona",-122.458467,37.79282,2022,2,18,"US","Euphydryas chalcedona"
"3698103465","Occidryas chalcedona",-122.475267,37.791417,2022,2,18,"US","Euphydryas chalcedona"
"3698128541","Occidryas chalcedona",-122.480334,37.78783,2022,2,19,"US","Euphydryas chalcedona"
"3698270732","Occidryas chalcedona",-121.794157,37.403209,2022,2,19,"US","Euphydryas chalcedona"
